SMILES	Hansch pi	Hammett sigma p
[R]CC(=O)Nc1cc(Cl)cc(Cl)c1	03853	2.023	-0.02
[R]c2nc1cc(C)c(C)cc1[nH]2	03854	2.295	0.287
[R]CCOc1ccc(C(O)=O)cc1	03855	1.767	0.053
[R]NC(C(O)=O)c1ccccc1	03856	1.184	-0.523
[R]CCCc1ccc(Cl)cc1	03857	3.684	-0.091
[R]CCS(=O)(=O)CC	03858	0.127	0.016
[R]C1OC(C)C(O)C1O	03859	-0.403	0.089
[R]c2nc(c1ccccc1)cn2C	03860	2.06	0.187
[R]C(=O)NC(CCC(O)=O)C(N)=O	03861	-1.78	0.39
[R]CNC(=O)c1ccc(F)cc1	03862	1.289	0.13
[R]N1CCN2CCC1CC2	03863	-0.17	-0.669
[R]OCC(=O)Nc1ccccc1	03864	0.592	-0.136
[R]C(CCC(O)=O)C(N)=O	03865	-0.818	-0.03
[R]C(C)c1ccc(OC)cc1	03866	2.452	-0.117
[R]CNC(=O)Nc1ccccc1	03867	0.894	0.124
[R]C=Cc1ccoc1	03868	0.764	-0.05
[R]c1ncon1	03869	0.047	0.253
[R]Nc1cc(C)nc2ncnn12	03870	0.37	0.003
[R]c1ccccc1C(C)(C)O	03871	1.933	0.005
[R]N2CCC1(CCCC1)CC2	03872	1.806	-0.685
[R]C(OC)c1ccccc1	03873	1.883	-0.057
[R]N(CC)c1cccc(C)c1	03874	2.548	-0.448
[R]c1ccc(OS(O)(=O)=O)cc1	03875	1.633	0.143
[R]C2CSC(c1cccnc1)N2	03876	0.791	0.136
[R]c1nnn(CC)n1	03877	0.628	0.209
[R]C(=O)c1cc(Br)ccc1O	03878	2.022	0.448
[R]CC(OC)OC	03879	0.261	-0.052
[R]c1cnc(C)n1C	03880	-0.023	0.005
[R]c1ccc(N=N#N)cc1	03881	2.823	0.051
[R]C(=O)c1ccc(F)cn1	03882	0.741	0.429
[R]c2cc1cc(C)ccc1nc2O	03883	2.948	0.024
[R]c2ccc1nc(N)nc(N)c1n2	03884	0.544	0.056
[R]NC(C)=S	03885	-0.177	-0.115
[R]C1C(C)(C)C2CCC1(C)C2	03886	3.13	-0.161
[R]C(=O)NCCCOC(C)C	03887	0.016	0.372
[R]N2CCC(N1CCOCC1)CC2	03888	-0.335	-0.639
[R]C1(O)CC1	03889	-0.11	0.034
[R]CCN1CCCC1=O	03890	-0.122	-0.028
[R]Cc1c(F)cccc1C(F)(F)F	03891	3.396	-0.046
[R]OCCC(F)(F)F	03892	0.475	-0.153
[R]NC(CCC(O)=O)C(N)=O	03893	-1.483	-0.552
[R]CCC1CCOCC1	03894	1.322	-0.106
[R]c1c(O)[nH]c2ccccc12	03895	1.409	-0.172
[R]C(=S)NCC	03896	0.45	0.629
[R]NC(CO)c1cccc(Cl)c1	03897	1.592	-0.576
[R]Nc1cccc(Cl)c1F	03898	2.149	-0.254
[R]Nc1ccccc1N2CCCC2	03899	2.081	-0.443
[R]C(=O)Cc1ccc(O)cc1	03900	2.1	0.491
[R]NS(=O)(=O)c1cccc(C)c1	03901	1.488	-0.166
[R]C1(C)COCC(N)=N1	03902	-0.898	-0.095
[R]c1ccc(C)c(CC)c1	03903	3.308	-0.057
[R]C(C)CN	03904	0.065	-0.082
[R]c2ccc1nc(N)sc1c2	03905	1.926	-0.02
[R]C=Cc1ccccc1F	03906	2.649	0.002
[R]c1ccc(C)cc1OC	03907	2.192	-0.166
[R]C1CCC(COCC(O)=O)CC1	03908	1.248	-0.118
[R]C#Cc1ccc(F)cc1	03909	2.42	0.143
[R]CC(=O)Nc1ccc(C)c(Cl)c1	03910	1.973	-0.055
[R]N2CCN(C1CCCC1)CC2	03911	1.022	-0.677
[R]Oc1ccccc1OCC	03912	1.759	-0.133
[R]Oc1c(OC)cccc1OC	03913	1.163	-0.356
[R]CC1COC(N)=N1	03914	0.178	-0.212
[R]c1ccc(NC(=O)CCC)cc1	03915	1.851	-0.049
[R]NCCC(C)(C)C	03916	1.641	-0.65
[R]CCOc1c(Cl)cc(C)cc1Cl	03917	3.572	-0.023
[R]C(=O)Cc1ccc(Br)cc1	03918	3.176	0.519
[R]OC(=O)CCCCCCC	03919	2.348	-0.085
[R]c2cccc(c1cnn(C)c1)c2	03920	1.771	-0.041
[R]c2nc1cc(OC)ccc1[nH]2	03921	1.107	0.323
[R]C=Cc1ccc(Cl)c(Cl)c1	03922	3.546	0.087
[R]N2Cc1cccnc1C2	03923	0.377	-0.522
[R]Oc1cccc(Cl)c1Cl	03924	2.705	0.03
[R]C#CC(C)(O)c1cc(C)on1	03925	0.425	0.168
[R]C(C)N(O)C(N)=O	03926	-0.135	-0.095
[R]C(N)(CO)COP(O)(O)=O	03927	-0.913	-0.027
[R]Nc1ncc(Br)s1	03928	1.612	-0.262
[R]C(=O)c1ccc(C)cc1C	03929	2.449	0.434
[R]c1cnn2ccccc12	03930	0.911	-0.213
[R]c2cc1cc(OC)ccc1[nH]2	03931	1.262	0.024
[R]NC(C)c1ccc(C(O)=O)cc1	03932	1.558	-0.563
[R]NC(=O)c1ccc(C)c(C)c1	03933	1.936	-0.308
[R]C(C)(O)c1cc(C)on1	03934	0.123	-0.042
[R]c1cc(OC)ccc1Cl	03935	2.243	0.051
[R]C(=O)c1ccc(C)c(N(=O)=O)c1	03936	1.935	0.619
[R]SC(N)=N	03937	-0.018	-0.077
[R]C2CCC(c1ccccc1)CC2	03938	3.72	-0.118
[R]C#CCO	03939	0.06	0.073
[R]C(=O)C(CC)c1ccccc1	03940	3.343	0.473
[R]C(=O)NN=Cc1ccco1	03941	0.156	0.48
[R]CNC(=O)c1ccccc1Cl	03942	1.668	0.113
[R]C(=O)N(C)C1CCS(=O)(=O)C1	03943	-1.103	0.466
[R]OCC(=O)c1ccccc1	03944	1.052	-0.18
[R]c1snnc1C	03945	0.716	0.211
[R]c1c(O)cccc1C(O)=O	03946	1.391	-0.144
[R]C(O)CN(C)C	03947	-0.193	0.013
[R]C(C(N)=O)c1ccccc1	03948	0.839	-0.101
[R]NCC(O)COc1ccccc1	03949	0.914	-0.546
[R]c1ccc(Br)cc1C	03950	3.236	0.059
[R]C(C)c2ccc1ccccc1c2	03951	3.706	-0.095
[R]SCc1c(F)cccc1Cl	03952	2.764	-0.03
[R]c1cccc(NC(=O)CC)c1	03953	1.455	-0.061
[R]c2cc(=O)n1ccsc1n2	03954	0.561	0.295
[R]C=Cc1ccc(Br)cc1	03955	3.302	0.053
[R]c1cccnc1OCC	03956	1.454	-0.095
[R]c2nnc(c1ccncc1)o2	03957	0.815	0.488
[R]c1ccc(C)cc1O	03958	2.16	-0.061
[R]CCN2CCc1ccccc1C2	03959	2.19	-0.076
[R]C(CC(O)=O)c1nnc(C)o1	03960	-0.127	0.13
[R]Nc1nn[nH]n1	03961	-0.141	-0.297
[R]NC(=O)C(N)C(C)C	03962	-0.406	-0.302
[R]N1CCCCS1(=O)=O	03963	0.026	-0.319
[R]C(=S)NCCCn1cncc1C	03964	-0.484	0.693
[R]Cc2cc(=O)n1ccsc1n2	03965	0.493	-0.011
[R]C(=O)NC(C)(C)CC	03966	0.676	0.355
[R]NC(=O)C(NC(C)=O)C(C)C	03967	-0.579	-0.215
[R]C1(F)CCOCC1	03968	-0.071	0.092
[R]c2ccc1nc(C)cc(N)c1c2	03969	1.454	-0.016
[R]CSc1nncn1C	03970	0.581	0.114
[R]OCC1CCC1	03971	1.093	-0.278
[R]Nc1ccc(C(O)=O)cn1	03972	0.576	-0.147
[R]COC(C)C	03973	0.792	-0.071
[R]C(=O)c1ccc(F)cc1Cl	03974	2.172	0.521
[R]c1cc(N)ncn1	03975	0.336	0.233
[R]C(=O)C(=O)NC1CC1	03976	0.243	0.636
[R]c1cc(Br)cc(Br)c1O	03977	3.277	0.122
[R]C2(c1ccccc1)CCCCC2	03978	3.822	-0.101
[R]CCCCNC(C)=S	03979	1.015	-0.058
[R]N1CCC(OCOC)CC1	03980	0.067	-0.642
[R]Nc2ccc1cnccc1c2	03981	1.182	-0.289
[R]CCc1ccc(N)cc1	03982	1.987	-0.137
[R]C(=O)Nc1ncc(Br)s1	03983	1.175	0.526
[R]c1cc(N(=O)=O)cc(N(=O)=O)c1	03984	1.885	0.458
[R]COc1ccc(N(=O)=O)cc1	03985	1.771	0.17
[R]c2nc1cc(Cl)ccc1s2	03986	2.921	0.366
[R]Nc1ccc(C)c(CC)c1	03987	2.822	-0.411
[R]C1CC1(Cl)Cl	03988	1.59	0.086
[R]Nc2nc1CCN(C)Cc1s2	03989	0.521	-0.216
[R]C(=O)OCCC(C)C	03990	1.561	0.491
[R]C(CCC(N)=O)C(N)=O	03991	-1.683	-0.096
[R]C(=O)CNC(=O)c1cccs1	03992	0.846	0.586
[R]C(=S)NC	03993	0.107	0.638
[R]C(CC(C)C)C(=O)OC	03994	1.641	-0.031
[R]c2ccc1scnc1c2	03995	2.206	0.04
[R]c1ccc(OCCF)cc1	03996	1.885	-0.057
[R]c1ccncc1Cl	03997	1.184	0.159
[R]c1ccc(C(O)=O)cc1OC	03998	1.423	-0.008
[R]C(=O)NCc1ccc(O)cc1	03999	0.865	0.38
[R]NC(=O)Nc1cccc(C#N)c1	04000	0.782	-0.239
[R]C(=O)N1CCC(OCOC)CC1	04001	-0.345	0.375
[R]CC(=O)NC1CCS(=O)(=O)C1	04002	-1.417	-0.049
[R]c1ccc(O)cc1Cl	04003	2.211	0.03
[R]C(=O)NC(C)(C)CO	04004	-0.579	0.38
[R]NC(CCC(N)=O)C(N)=O	04005	-2.348	-0.587
[R]OCC1CCOCC1	04006	0.243	-0.248
[R]c1ccc(C)cc1N(=O)=O	04007	2.398	0.135
[R]c1ccc(Cl)nn1	04008	1.502	0.358
[R]C(=O)NC(CCC(N)=O)C(N)=O	04009	-2.645	0.374
[R]C(=O)C(C)Oc1ccccc1	04010	2.58	0.556
[R]C1(O)CCCC1	04011	0.682	-0.039
[R]c1nnc(SCC)s1	04012	1.755	0.348
[R]NC1CCC(C(F)(F)F)CC1	04013	1.924	-0.566
[R]NC(=O)c1cncc(Br)c1	04014	0.481	-0.198
[R]CCCc1ccc(F)cc1	04015	3.306	-0.093
[R]c2ccc1cc(O)ccc1c2	04016	2.695	0
[R]NC(=O)CCN(C)C	04017	-0.863	-0.286
[R]C(=O)c1csc2ccccc12	04018	1.988	0.424
[R]C(=O)Nc2nc1CCCCc1s2	04019	1.079	0.461
[R]c2nc(c1ccncc1)no2	04020	0.931	0.467
[R]C1OCC(O)C(O)C1O	04021	-1.189	0.124
[R]c2ccc(N1CCNCC1)nc2	04022	1.068	-0.011
[R]c1ccc(O)c(N(=O)=O)c1	04023	1.647	0.195
[R]Nc1nc(C)c(C(=O)OCC)s1	04024	1.065	-0.055
[R]c1ncc(C(F)(F)F)[nH]1	04025	0.842	0.374
[R]S(=O)(=O)c1cc(C)cc(C)c1	04026	2.001	0.573
[R]Nc1ccc(C)cc1Cl	04027	2.477	-0.33
[R]c1ccccc1N(C)S(C)(=O)=O	04028	1.911	-0.041
[R]Cc1ncc[nH]1	04029	-0.338	-0.068
[R]CNc1ccc(OC)cc1	04030	1.391	0.073
[R]c1nnnn1C2CCCCC2	04031	1.755	0.475
[R]C(C)CN(C)C	04032	0.834	-0.118
[R]NS(=O)(=O)c1cccc(Cl)c1Cl	04033	2.057	-0.12
[R]c1cc(F)ccc1O	04034	1.833	0.068
[R]CCc1ccc(C(O)=O)cc1	04035	2.468	-0.052
[R]SCc1cccnc1	04036	0.795	0.011
[R]c2cc1ccccc1cc2OC	04037	2.727	-0.104
[R]c1cc(O)c(=O)[nH]n1	04038	-0.092	0.307
[R]n1ncc(C(=O)CCC)c1C	04039	0.364	0.208
[R]COc1ccccn1	04040	1.204	0.007
[R]C(N)CC1CCCCC1	04041	1.704	-0.096
[R]C(=O)N2CCC1(CCCC1)CC2	04042	1.394	0.35
[R]NCc1ccc(C)o1	04043	-0.318	-0.584
[R]CCCC(=O)NO	04044	0.338	-0.095
[R]CCC(N)(CO)COP(O)(O)=O	04045	-0.265	-0.148
[R]CCCC1CCCC1	04046	2.965	-0.131
[R]N2Cc1ccccc1CC2CO	04047	1.418	-0.724
[R]N2CCC(Cc1c[nH]cn1)CC2	04048	-0.126	-0.759
[R]CCCCc1c[nH]cn1	04049	0.739	-0.161
[R]c2cc(C)c1ccccc1n2	04050	2.933	0.16
[R]Oc1cccc2nc(C)ccc12	04051	1.929	-0.036
[R]C(=O)c1cccc(OC)c1OC	04052	1.009	0.39
[R]C=NNC(=O)c1ccncc1	04053	-0.029	0.155
[R]c1cc(F)ccc1n2nccn2	04054	1.518	0.098
[R]c1c[nH]c2cc(F)ccc12	04055	1.425	-0.158
[R]NC(=O)c1ccc(F)cn1	04056	0.228	-0.245
[R]c2ccnc(N1CCNCC1)c2	04057	1.068	0.098
[R]C(=O)c1c(Cl)cncc1Cl	04058	1.239	0.564
[R]Nc1cccc(NC(=O)C=C)c1	04059	1.217	-0.408
[R]Oc1cccc(C(O)=O)c1	04060	1.367	-0.008
[R]Oc1c(F)cccc1F	04061	1.948	-0.122
[R]OCC1CCN(C)CC1	04062	0.387	-0.273
[R]N(C)OC	04063	0.303	-0.566
[R]CCn1c(C)ncc1N(=O)=O	04064	0.453	0.147
[R]c1ccccc1NS(C)(=O)=O	04065	1.22	0.07
[R]c1cc(Cl)ccn1	04066	1.583	0.222
[R]c1ccc(=O)[nH]c1	04067	0.007	0.011
[R]Oc1ccccc1C(O)=O	04068	1.367	-0.004
[R]C(=O)Nc1cc(F)ccc1F	04069	1.334	0.51
[R]c1ccc(Cl)cc1N(=O)=O	04070	2.449	0.227
[R]C1(C(N)=O)CC1	04071	-0.217	0.03
[R]C(=O)Nc1ccccc1SC	04072	1.145	0.428
[R]OC(=O)c1ccc(C)cc1	04073	2.119	-0.093
[R]C(=O)c1cncc(C)c1	04074	0.67	0.51
[R]c1nc(C)nn1C(C)C	04075	1.334	0.312
[R]Cc1cccc(C(N)=O)c1	04076	1.207	-0.087
[R]C(=O)C1CCN(C)CC1	04077	0.915	0.459
[R]CCc1ccc(C(C)(C)C)cc1	04078	4.397	-0.109
[R]C(=O)NCCCN(CC)CC	04079	0.089	0.363
[R]NC(=O)OC1CCOC1	04080	-0.506	-0.199
[R]c2ccc1cccnc1c2	04081	2.067	0.024
[R]n2c(=O)[nH]c1ccccc1c2=O	04082	0.126	0.035
[R]CSc1ncccn1	04083	0.707	0.067
[R]NC(=O)CN1CCN(C)CC1	04084	-1.243	-0.288
[R]N1CCCC(CO)C1	04085	0.054	-0.704
[R]Cc1ccc(NC(N)=O)cc1	04086	0.951	-0.126
[R]C(=O)OCC12CCN(CC1)CC2	04087	0.443	0.513
[R]C(=O)OCCN(C)C	04088	0.002	0.453
[R]CS(=O)(=O)c1ccc(C)cc1	04089	1.682	0.187
[R]Nc1ccc(I)cc1	04090	2.749	-0.297
[R]COc1cccc2[nH]ccc12	04091	1.125	0.007
[R]c2cn1nc(C)ccc1n2	04092	0.927	0.043
[R]CCc1ccc(Br)cc1	04093	3.562	-0.061
[R]C(=O)NC1CCOC1	04094	-0.847	0.416
[R]OCc1cccc(C(F)(F)F)c1	04095	2.646	-0.185
[R]NCc1cccc(Br)c1	04096	2.239	-0.58
[R]NCc1ccc(F)cc1F	04097	1.726	-0.58
[R]c1ccncc1C	04098	1.133	0.105
[R]N2C(=O)C1CCCN1C2=O	04099	-0.461	0.03
[R]C1=CC(=O)OC1	04100	-0.028	0.371
[R]c1c(C)n[nH]c1O	04101	0.134	-0.074
[R]NCc2ccc1ccccc1c2	04102	2.449	-0.622
[R]C(=O)c1c(O)cccc1C(O)=O	04103	0.928	0.35
[R]c2ccc(c1ccco1)cc2	04104	2.145	0.018
[R]Nc1c(Cl)cc(Cl)cc1Cl	04105	3.045	-0.467
[R]C(=O)N1CCN(S(C)(=O)=O)CC1	04106	-0.91	0.448
[R]N1C(C)CCC1C	04107	1.184	-0.699
[R]c2ccc1sccc1c2	04108	2.451	-0.004
[R]c1cc(OC)c(O)c(C=O)c1	04109	1.116	0.136
[R]CN(=O)=O	04110	0.314	0.339
[R]C(=O)N2Cc1cccnc1C2	04111	-0.035	0.413
[R]c1nnc(S)n1CC	04112	1.209	0.363
[R]N2CCC(c1ccccc1)C2	04113	1.977	-0.655
[R]C(=O)c1cn(C)c2ccccc12	04114	1.069	0.348
[R]C(=O)Nc1ccc(F)cn1	04115	0.581	0.466
[R]CC(=O)c1ccc(O)c(O)c1	04116	0.878	-0.082
[R]N2C(=O)C1CCCCC1C2=O	04117	0.46	0.032
[R]CCCC(C)(C)O	04118	1.293	-0.156
[R]C(=O)NCC(O)CO	04119	-1.442	0.377
[R]c1ccc(NC)nc1	04120	0.938	-0.106
[R]NC(=O)c1cncc(C)c1	04121	0.157	-0.243
[R]NC(C)c1ccc(Cl)cc1	04122	2.378	-0.584
[R]N1C2CCC1CC2	04123	0.824	-0.707
[R]OCCn1ccnc1	04124	-0.657	-0.139
[R]C(=O)N1CCN(CCO)CC1	04125	-1.022	0.345
[R]c2ccc(n1cccc1)cc2	04126	1.808	0.019
[R]c1snc(C(N)=O)c1N	04127	-0.554	-0.052
[R]OCC12CCN(CC1)CC2	04128	0.407	-0.254
[R]NC(=O)N2Cc1cccnc1C2	04129	-0.345	-0.31
[R]C(=O)c1snc(C(N)=O)c1N	04130	-1.017	0.431
[R]C(=O)c1ccc(OCCC)cc1	04131	2.073	0.429
[R]C1CCN(CCCC)CC1	04132	1.88	-0.131
[R]c1cnccc1C(F)(F)F	04133	1.548	0.204
[R]N(C)Cc1ccccc1OC	04134	1.556	-0.713
[R]c1cccc(OCCC)c1	04135	2.536	-0.014
[R]c2csc(c1cccnc1)n2	04136	1.375	0.14
[R]Nc1nnc(C(C)C)s1	04137	1.858	-0.275
[R]C(=O)Nc1nnc(C(C)C)s1	04138	1.422	0.535
[R]OCC=C(C)C	04139	1.232	-0.273
[R]c2ccc1oc(C)cc1c2	04140	1.464	-0.046
[R]Cc1nnc(C)o1	04141	0.147	0.064
[R]NC(=O)NCc1ccco1	04142	-0.925	-0.335
[R]C1CCN(CCOC)CC1	04143	0.508	-0.156
[R]C(C)CC(O)=O	04144	0.651	-0.023
[R]Nc2ccc1[nH]c(O)nc1c2	04145	0.988	-0.378
[R]NCc1cccc(N(=O)=O)c1	04146	1.401	-0.493
[R]CNC1CC1c2ccccc2	04147	1.835	-0.085
[R]c1ccc(S(N)(=O)=O)cc1Cl	04148	1.348	0.222
[R]c1ccc(C)cc1F	04149	2.584	-0.023
[R]C(=S)Nc1ccc(OC)cc1	04150	1.536	0.681
[R]Oc1ccc(F)c(F)c1	04151	1.948	0.035
[R]NS(=O)(=O)c1ccc(C#N)cc1	04152	1.057	-0.077
[R]OC(=O)c1cccnc1	04153	0.34	-0.03
[R]S(=O)(=O)NC1CCCC1	04154	0.528	0.575
[R]C1CO1	04155	-0.071	0.024
[R]c1cc(C(N)=N)ccc1O	04156	0.698	0.032
[R]NCCc1ccccc1OC	04157	1.446	-0.679
[R]C1(CO)CC1	04158	0.414	-0.144
[R]C(=N)OC	04159	0.195	0.282
[R]C1(O)CN2CCC1CC2	04160	-0.214	-0.006
[R]c1nnc(C(F)(F)F)s1	04161	1.9	0.564
[R]c1ccc(=O)n(C)n1	04162	0.438	0.171
[R]c1nc(C)ns1	04163	0.968	0.326
[R]C(=O)CCc1ccc(O)cc1	04164	2.496	0.489
[R]SCC(=O)NC1CCCC1	04165	0.443	-0.017
[R]C(C)c1ncc(F)cn1	04166	0.913	-0.038
[R]NC(=O)c1ccoc1C	04167	-0.743	-0.316
[R]S(=O)(=O)N(CCC)CCC	04168	1.323	0.543
[R]CNCCO	04169	-0.625	-0.118
[R]NC(C)C1CCCCC1	04170	1.982	-0.653
[R]n1cc(Cl)cn1	04171	0.548	0.2
[R]c1ccc(C#N)c(Cl)c1C	04172	2.999	0.181
[R]NC(=O)Nc1cccc(Cl)c1Cl	04173	1.782	-0.235
[R]NC(=O)COc1ccc(C)cc1	04174	1.059	-0.237
[R]NC1CCC(N(C)C)CC1	04175	0.62	-0.648
[R]Nc2ccc1[nH]ccc1c2	04176	0.8	-0.46
[R]N1CCCC1CN2CCCC2	04177	0.733	-0.65
[R]NN=Cc1ccc(N(C)C)cc1	04178	2.234	-0.555
[R]C(=O)NCC(C)CC	04179	0.983	0.356
[R]c1cccc2nc(N)nc(N)c12	04180	1.058	0.117
[R]c1cccc2ccc(N)nc12	04181	1.982	-0.18
[R]C(=O)Nc1ccc(OC)nc1	04182	0.189	0.478
[R]CSc1nnc(N)s1	04183	1.027	0.117
[R]C(=O)c1ccc(C)nc1	04184	0.373	0.504
[R]C(C(O)=O)C(O)=O	04185	-0.282	0.083
[R]N2CC1CC1C2	04186	0.263	-0.647
[R]C(=O)NN=Cc1cccnc1	04187	0.36	0.489
[R]Cc1nnc(O)c2ccccc12	04188	1.962	0.038
[R]CCCCOc1ccccc1	04189	2.861	-0.076
[R]S(=O)(=O)Nc1onc(C)c1Cl	04190	0.3	0.689
[R]c1cccc(O)c1O	04191	1.409	-0.001
[R]C(=O)CCOC	04192	0.443	0.494
[R]N(C)CC(C)C	04193	1.246	-0.664
[R]C=Cc1cccc(Cl)c1	04194	3.028	0.038
[R]N(CC)C1CCOCC1	04195	0.206	-0.647
[R]COc1ccc(C(C)(C)C)cc1	04196	3.444	0.024
[R]C(CC(O)=O)c1ccc(Cl)cc1	04197	2.386	0.051
[R]C2CCN(CC1CC1)CC2	04198	1.383	-0.131
[R]CCNC(C)C	04199	0.826	-0.084
[R]c2nc1ccccc1n2CCC	04200	2.418	0.272
[R]NC(=O)C(N)CCSC	04201	-1.29	-0.232
[R]N(C)S(=O)(=O)c1ccc(F)cc1	04202	1.522	-0.196
[R]NC(C)=N	04203	-0.74	-0.471
[R]CCc1ccc(F)c(F)c1	04204	3.049	-0.031
[R]c2cc1ccc(Cl)cc1s2	04205	3.368	0.127
[R]Oc1cc(F)cc(F)c1	04206	1.948	0.049
[R]Cc1c(Cl)cncc1Cl	04207	2.098	0
[R]SCc1cccc(C)c1	04208	2.574	-0.039
[R]C(=O)CCC(N)C(O)=O	04209	-0.195	0.478
[R]C(C(=O)NC)c1ccccc1	04210	1.085	-0.112
[R]C(=O)C=C(C)C	04211	1.92	0.328
[R]C(C)(C)C(=O)Nc1nncs1	04212	1.362	-0.047
[R]c1cccc2[nH]cnc12	04213	0.849	-0.122
[R]c2ccc(C(=O)C1CC1)cc2	04214	1.973	0.097
[R]c1ccc(OCCOC)cc1	04215	1.56	-0.088
[R]n1cnc2cccnc12	04216	0.486	0.04
[R]OCP(O)(O)=O	04217	0.089	-0.281
[R]NC(=O)c1c(F)cccc1Cl	04218	1.659	-0.261
[R]C23CC1CC(CC(O)(C1)C2)C3	04219	1.351	-0.115
[R]CC(C)CCC	04220	2.676	-0.136
[R]c1cc(C)cs1	04221	1.916	0.015
[R]c1ccccc1OCCOC	04222	1.56	-0.182
[R]C(=O)C=Cc1ccoc1	04223	0.301	0.364
[R]NCCc1cccc(Cl)c1	04224	2.217	-0.601
[R]NC1=NCCN1	04225	-0.696	-0.444
[R]c2nc1ccccc1c(=O)o2	04226	1.261	0.496
[R]N(CC)C(C)=O	04227	-0.322	-0.346
[R]C(NC(=O)CC(C)C)C(C)C	04228	1.876	0.065
[R]C(=O)COc1ccccc1OC	04229	1.79	0.545
[R]SCc1cccc(F)c1	04230	2.246	0.007
[R]CC(=O)c1ccc(N(=O)=O)cc1	04231	1.401	0.018
[R]C(=O)C=Cc1ccc(Cl)c(Cl)c1	04232	3.083	0.431
[R]C(Cc1ccccc1)NC	04233	1.917	-0.003
[R]NC(=O)Nc1ccc(Br)cc1	04234	1.537	-0.251
[R]c1ccc(NC(=O)OC)cc1	04235	1.452	-0.05
[R]C(=O)Nc1cccnc1Cl	04236	0.632	0.507
[R]C(=O)Nc1c(Cl)cccc1Cl	04237	2.091	0.416
[R]C(=O)NC(CC(N)=O)C#N	04238	-1.694	0.405
[R]C1CCCN1C(=O)OC(C)(C)C	04239	1.339	-0.012
[R]C(F)(F)c1ccccn1	04240	1.899	0.116
[R]CCc1ccc(N(=O)=O)cc1	04241	2.724	0.018
[R]N1CCCC1C(=O)OC	04242	0.126	-0.607
[R]C(CC)NC(C)CC(N)=O	04243	-0.028	-0.375
[R]c1cccc(C=CC(=O)OC)c1	04244	2.24	0.041
[R]c1ccccc1NC(=O)C=C	04245	1.703	0.01
[R]NNC(=O)c1cccs1	04246	0.567	-0.438
[R]NNc1ccccc1	04247	1.585	-0.511
[R]CNC(=O)c1ccccc1OC	04248	0.897	0.075
[R]C(CC(N)=O)C#N	04249	-0.877	0.155
[R]CNC(=O)c1ccc(Cl)cc1	04250	1.668	0.132
[R]C1CC2COCC(C1)N2C	04251	0.472	-0.24
[R]C1CCC(=O)N1C	04252	-0.303	0.076
[R]SCCC(N)C(O)=O	04253	-0.671	-0.025
[R]NC(CC(N)=O)C#N	04254	-1.397	-0.538
[R]OCc1c(Cl)cccc1Cl	04255	2.8	-0.25
[R]CC(=O)NCCC	04256	0.117	-0.131
[R]NC1CCOC1=O	04257	-0.687	-0.517
[R]CC(C)(C)F	04258	1.104	-0.099
[R]C(=O)NCCc1cccs1	04259	0.553	0.38
[R]OC2CCN(C1CCC1)CC2	04260	0.756	-0.28
[R]N1CCCCCCC1	04261	1.546	-0.666
[R]c2nc(c1ccccc1)ns2	04262	2.701	0.369
[R]C(=O)CCc1ccc(OC)cc1	04263	2.528	0.469
[R]C=CN(=O)=O	04264	0.698	0.494
[R]c1cc(C(C)C)no1	04265	1.608	0.246
[R]Cc2ccc(C1CC1)cc2	04266	3.064	-0.117
[R]c2cc(O)c1ccccc1n2	04267	2.182	0.195
[R]OC(=O)CCc1ccccc1	04268	1.98	-0.072
[R]NCCCCN	04269	-0.617	-0.634
[R]c1ccc(C#N)cc1Cl	04270	2.531	0.166
[R]C(C)(C)C(F)(F)F	04271	2.336	0.087
[R]NC(=O)C(N)CC(C)C	04272	-0.082	-0.264
[R]c1ncccc1C2CCOCC2	04273	1.301	0.165
[R]NC(=O)CCN1CCCC1	04274	-0.538	-0.283
[R]C(=O)CS(C)(=O)=O	04275	-0.242	0.632
[R]N1CCC(C(=O)OC)CC1	04276	0.115	-0.607
[R]OCC(=O)N(C)C	04277	-0.843	-0.179
[R]C(=O)c1cc(Cl)ccc1Cl	04278	2.55	0.524
[R]C1C(O)C(O)C2CC12	04279	-0.146	-0.198
[R]C(C)C#N	04280	0.824	0.098
[R]NC(CC(C)C)C(=O)OC	04281	0.977	-0.56
[R]NC(=O)c1ccc(C)o1	04282	-0.514	-0.262
[R]OCC=Cc1ccccc1	04283	2.296	-0.242
[R]N(C)Cc1ccc(Cl)c(Cl)c1	04284	2.844	-0.552
[R]C(CN)c1ccccc1	04285	1.282	-0.072
[R]C(=O)CSc1nnnn1C	04286	0.977	0.624
[R]N1CCC=CC1	04287	0.638	-0.66
[R]NC(CO)CO	04288	-1.145	-0.644
[R]CCCN1CCNCC1	04289	0.268	-0.112
[R]C(S)=S	04290	0.966	0.746
[R]c1n[nH]c(N)n1	04291	-0.004	0.087
[R]C(=O)c1nsc2ccccc12	04292	1.935	0.369
[R]CC(F)(F)c1ccccn1	04293	1.951	-0.05
[R]Cc1cccc2cccnc12	04294	2.463	-0.193
[R]C(=O)C1CCOC1	04295	0.52	0.53
[R]c2ccc1[nH]nc(N)c1c2	04296	0.987	-0.095
[R]C(=O)N2CCN(C1CCC1)CC2	04297	0.213	0.361
[R]n1c(=O)c(=O)c2ccccc12	04298	0.292	0.143
[R]NC(=O)c1c(Cl)cncc1Cl	04299	0.726	-0.201
[R]c1ccc(O)cc1F	04300	1.833	0.018
